id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
191,Maxime,Estève,Estève,a,,,3.9,712,213.0,11.4,33,11.0,2.8,131.0,44.0,1,0,0.0,-1,1.0,19698,19831,0.7,10.8,2.8,2.8,2.6,212.0,78.0,,,41.0,18.0,223.0,61.0,227.0,60.0,126.0,43.0,,,,,,,,0.03,0.02,0.05,2.11,0.0,0.13,2.07,1.01,10.12,16,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,35889.0,37176.0,0.0,0.21999999999999997,0.010000000000000009,0.2300000000000001,2.230000000000004,11.400000000000034,1.2999999999999972,16.0,2.8999999999999986,1.0,3.0,7.0,4.0
195,Lucas,Pires Silva,Lucas Pires,a,,,3.8,755,246.0,0.2,359,133.0,-0.6,760.0,251.0,0,0,0.0,-2,2.0,1346,541,-0.2,-0.5,-0.6,0.0,-1.0,760.0,251.0,100.0,0.0,432.0,156.0,336.0,115.0,388.0,141.0,417.0,148.0,,,,,,,,0.0,0.19,0.19,2.59,0.0,0.0,5.29,1.76,1.76,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Shurandy,Sambo,Sambo,u,Has joined Sparta Rotterdam on loan for the rest of the season.,,4.0,641,169.0,0.0,590,212.0,0.0,468.0,179.0,0,0,0.0,0,0.0,0,38,0.0,0.0,0.0,0.0,0.0,536.0,200.0,0.0,0.0,531.0,202.0,517.0,201.0,485.0,190.0,530.0,202.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Oliver,Sonne,Sonne,a,,,3.8,750,241.0,0.2,343,123.0,1.4,234.0,81.0,7,0,0.0,-2,2.0,9831,420,0.4,2.6,1.4,1.4,2.5,221.0,81.0,,,356.0,130.0,350.0,123.0,309.0,100.0,369.0,127.0,,,,,,,,0.33,0.06,0.39,2.59,0.0,0.0,3.13,0.78,1.57,16,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10190.0,544.0,0.0,0.39,0.0,0.39,0.0,32.6,0.8000000000000007,17.0,5.0,0.0,0.0,0.0,0.0
213,Jaydon,Banel,Banel,a,,,4.5,448,271.0,0.0,586,221.0,0.0,621.0,246.0,0,0,0.0,0,0.0,181,158,0.0,0.0,0.0,0.0,0.0,666.0,273.0,,,663.0,269.0,656.0,269.0,642.0,266.0,664.0,270.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Julian,Eyestone,Eyestone,a,,,3.9,726,85.0,0.1,419,66.0,0.0,439.0,46.0,0,0,0.0,-1,1.0,192,292,0.0,0.0,0.0,0.0,0.0,508.0,52.0,,,503.0,52.0,487.0,38.0,454.0,24.0,502.0,52.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Gustavo,Nunes Fernandes Gomes,Nunes,a,,,4.9,334,207.0,0.0,685,290.0,0.0,691.0,293.0,0,0,0.0,-1,1.0,106,42,0.0,0.0,0.0,0.0,0.0,715.0,307.0,100.0,100.0,717.0,307.0,713.0,307.0,706.0,305.0,717.0,307.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Solly,March,March,i,Knee injury - Expected back 03 Jan,,5.8,105,69.0,0.0,713,308.0,0.0,739.0,326.0,0,0,0.0,-2,2.0,10,21,0.0,0.0,0.0,0.0,0.0,747.0,330.0,0.0,0.0,749.0,330.0,749.0,330.0,747.0,329.0,749.0,330.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Tanaka,Ao,Tanaka,a,,,4.8,351,219.0,0.3,311,106.0,4.6,46.0,23.0,2,0,0.0,-2,2.0,5792,1872,1.0,7.5,4.6,4.6,2.8,196.0,87.0,100.0,100.0,230.0,101.0,171.0,117.0,198.0,116.0,238.0,123.0,,,,,,,,0.09,0.08,0.17,1.6,0.0,0.29,1.89,1.02,9.44,16,2.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8637.0,2161.0,0.0,0.030000000000000027,0.10000000000000003,0.1299999999999999,0.5899999999999999,2.5999999999999943,11.0,3.0,1.7000000000000028,1.0,2.0,2.0,5.0
361,Darko,Gyabi,Gyabi,u,has joined Hull City permanently.,,4.5,429,257.0,0.0,638,259.0,0.0,607.0,233.0,0,0,0.0,0,0.0,0,36,0.0,0.0,0.0,0.0,0.0,652.0,260.0,0.0,0.0,649.0,256.0,642.0,256.0,628.0,253.0,650.0,257.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Jonah,Kusi-Asare,Kusi-Asare,a,,,4.5,481,66.0,0.1,493,71.0,0.2,370.0,43.0,0,0,0.0,0,0.0,621,499,0.0,0.4,0.2,0.2,1.0,416.0,47.0,,,446.0,53.0,366.0,46.0,371.0,51.0,423.0,50.0,,,,,,,,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Miodrag,Pivaš,Pivas,a,,,3.8,757,248.0,0.4,257,97.0,0.0,403.0,151.0,0,0,0.0,-2,2.0,1285,1852,0.0,0.0,0.0,0.0,0.0,474.0,174.0,,,470.0,177.0,452.0,175.0,418.0,162.0,468.0,176.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.0,2561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Jack,Fletcher,J.Fletcher,a,,,4.3,582,328.0,0.1,537,192.0,0.0,539.0,191.0,0,0,0.0,-2,2.0,188,176,0.0,0.0,0.0,0.0,0.0,593.0,222.0,,,589.0,216.0,580.0,216.0,557.0,211.0,589.0,216.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Lewis,O'Brien,O'Brien,u,Has joined Wrexham permanently.,,5.0,256,158.0,0.0,757,336.0,0.0,697.0,297.0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,720.0,311.0,0.0,0.0,722.0,311.0,719.0,311.0,712.0,309.0,722.0,311.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
